"Year","State","County ID","State / County Name","All Ages SAIPE Poverty Universe","All Ages in Poverty Count","All Ages in Poverty Count LB 90%","All Ages in Poverty Count UB 90%","90% Confidence Interval (All Ages in Poverty Count)","All Ages in Poverty Percent","All Ages in Poverty Percent LB 90%","All Ages in Poverty Percent UB 90%","90% Confidence Interval (All Ages in Poverty Percent)","Under Age 18 SAIPE Poverty Universe","Under Age 18 in Poverty Count","Under Age 18 in Poverty Count LB 90%","Under Age 18 in Poverty Count UB 90%","90% Confidence Interval (Under Age 18 in Poverty Count)","Under Age 18 in Poverty Percent","Under Age 18 in Poverty Percent LB 90%","Under Age 18 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 18 in Poverty Percent)","Ages 5 to 17 in Families SAIPE Poverty Universe","Ages 5 to 17 in Families in Poverty Count","Ages 5 to 17 in Families in Poverty Count LB 90%","Ages 5 to 17 in Families in Poverty Count UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count)","Ages 5 to 17 in Families in Poverty Percent","Ages 5 to 17 in Families in Poverty Percent LB 90%","Ages 5 to 17 in Families in Poverty Percent UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent)","Under Age 5 SAIPE Poverty Universe","Under Age 5 in Poverty Count","Under Age 5 in Poverty Count LB 90%","Under Age 5 in Poverty Count UB 90%","90% Confidence Interval (Under Age 5 in Poverty Count)","Under Age 5 in Poverty Percent","Under Age 5 in Poverty Percent LB 90%","Under Age 5 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 5 in Poverty Percent)","Median Household Income in Dollars","Median Household Income in Dollars LB 90%","Median Household Income in Dollars UB 90%","90% Confidence Interval (Median Household Income in Dollars)"
"2018","01","01111","Randolph County (AL)","22,252","4,375","3,509","5,241","3,509 to 5,241","19.7","15.8","23.6","15.8 to 23.6","4,797","1,504","1,158","1,850","1,158 to 1,850","31.4","24.2","38.6","24.2 to 38.6","3,501","1,004","725","1,283","725 to 1,283","28.7","20.7","36.7","20.7 to 36.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,546","$36,254","$44,838","$36,254 to $44,838"
"2018","01","01113","Russell County (AL)","57,049","12,384","10,327","14,441","10,327 to 14,441","21.7","18.1","25.3","18.1 to 25.3","13,714","4,340","3,331","5,349","3,331 to 5,349","31.6","24.2","39.0","24.2 to 39.0","9,768","3,189","2,406","3,972","2,406 to 3,972","32.6","24.6","40.6","24.6 to 40.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,104","$35,751","$42,457","$35,751 to $42,457"
"2018","01","01115","St. Clair County (AL)","86,835","10,432","8,540","12,324","8,540 to 12,324","12.0","9.8","14.2","9.8 to 14.2","19,779","2,957","2,123","3,791","2,123 to 3,791","15.0","10.8","19.2","10.8 to 19.2","14,571","2,041","1,380","2,702","1,380 to 2,702","14.0","9.5","18.5","9.5 to 18.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$57,284","$52,831","$61,737","$52,831 to $61,737"
"2018","01","01117","Shelby County (AL)","212,719","16,916","14,506","19,326","14,506 to 19,326","8.0","6.9","9.1","6.9 to 9.1","49,912","4,444","3,374","5,514","3,374 to 5,514","8.9","6.8","11.0","6.8 to 11.0","37,632","3,069","2,243","3,895","2,243 to 3,895","8.2","6.0","10.4","6.0 to 10.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$75,663","$69,887","$81,439","$69,887 to $81,439"
"2018","01","01119","Sumter County (AL)","11,757","4,076","3,223","4,929","3,223 to 4,929","34.7","27.4","42.0","27.4 to 42.0","2,371","1,140","867","1,413","867 to 1,413","48.1","36.6","59.6","36.6 to 59.6","1,661","883","670","1,096","670 to 1,096","53.2","40.4","66.0","40.4 to 66.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$27,859","$24,843","$30,875","$24,843 to $30,875"
"2018","01","01121","Talladega County (AL)","76,729","14,825","12,502","17,148","12,502 to 17,148","19.3","16.3","22.3","16.3 to 22.3","16,320","4,301","3,374","5,228","3,374 to 5,228","26.4","20.7","32.1","20.7 to 32.1","12,094","2,918","2,191","3,645","2,191 to 3,645","24.1","18.1","30.1","18.1 to 30.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,630","$38,789","$44,471","$38,789 to $44,471"
"2018","01","01123","Tallapoosa County (AL)","39,852","7,839","6,675","9,003","6,675 to 9,003","19.7","16.8","22.6","16.8 to 22.6","8,231","2,525","2,017","3,033","2,017 to 3,033","30.7","24.5","36.9","24.5 to 36.9","6,024","2,024","1,633","2,415","1,633 to 2,415","33.6","27.1","40.1","27.1 to 40.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,205","$38,276","$46,134","$38,276 to $46,134"
"2018","01","01125","Tuscaloosa County (AL)","198,292","33,330","28,795","37,865","28,795 to 37,865","16.8","14.5","19.1","14.5 to 19.1","42,935","8,956","7,012","10,900","7,012 to 10,900","20.9","16.4","25.4","16.4 to 25.4","30,625","6,103","4,586","7,620","4,586 to 7,620","19.9","14.9","24.9","14.9 to 24.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$52,557","$49,017","$56,097","$49,017 to $56,097"
"2018","01","01127","Walker County (AL)","62,691","11,231","9,229","13,233","9,229 to 13,233","17.9","14.7","21.1","14.7 to 21.1","13,836","3,415","2,531","4,299","2,531 to 4,299","24.7","18.3","31.1","18.3 to 31.1","10,062","2,413","1,726","3,100","1,726 to 3,100","24.0","17.2","30.8","17.2 to 30.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$45,434","$42,175","$48,693","$42,175 to $48,693"
"2018","01","01129","Washington County (AL)","16,189","2,846","2,191","3,501","2,191 to 3,501","17.6","13.6","21.6","13.6 to 21.6","3,554","916","657","1,175","657 to 1,175","25.8","18.5","33.1","18.5 to 33.1","2,687","659","456","862","456 to 862","24.5","16.9","32.1","16.9 to 32.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,424","$39,552","$49,296","$39,552 to $49,296"
"2018","01","01131","Wilcox County (AL)","10,493","3,504","2,719","4,289","2,719 to 4,289","33.4","25.9","40.9","25.9 to 40.9","2,496","1,262","924","1,600","924 to 1,600","50.6","37.0","64.2","37.0 to 64.2","1,829","924","656","1,192","656 to 1,192","50.5","35.8","65.2","35.8 to 65.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$25,385","$22,961","$27,809","$22,961 to $27,809"
"2018","01","01133","Winston County (AL)","23,335","4,338","3,399","5,277","3,399 to 5,277","18.6","14.6","22.6","14.6 to 22.6","4,761","1,314","991","1,637","991 to 1,637","27.6","20.8","34.4","20.8 to 34.4","3,493","915","659","1,171","659 to 1,171","26.2","18.9","33.5","18.9 to 33.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,156","$36,842","$45,470","$36,842 to $45,470"
"2018","02","02000","Alaska","720,866","80,224","76,253","84,195","76,253 to 84,195","11.1","10.5","11.7","10.5 to 11.7","180,420","26,096","24,139","28,053","24,139 to 28,053","14.5","13.4","15.6","13.4 to 15.6","127,400","16,827","15,140","18,514","15,140 to 18,514","13.2","11.9","14.5","11.9 to 14.5","51,803","8,255","7,260","9,250","7,260 to 9,250","15.9","14.0","17.8","14.0 to 17.8","$74,912","$73,075","$76,749","$73,075 to $76,749"
"2018","02","02013","Aleutians East Borough (AK)","3,510","544","389","699","389 to 699","15.5","11.1","19.9","11.1 to 19.9","272","34","23","45","23 to 45","12.5","8.6","16.4","8.6 to 16.4","191","23","15","31","15 to 31","12.0","7.7","16.3","7.7 to 16.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$70,081","$62,596","$77,566","$62,596 to $77,566"
"2018","02","02016","Aleutians West Census Area (AK)","5,515","550","422","678","422 to 678","10.0","7.7","12.3","7.7 to 12.3","626","51","37","65","37 to 65","8.1","5.8","10.4","5.8 to 10.4","449","35","24","46","24 to 46","7.8","5.3","10.3","5.3 to 10.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$82,633","$76,360","$88,906","$76,360 to $88,906"
"2018","02","02020","Anchorage Borough (AK)","285,465","27,075","23,826","30,324","23,826 to 30,324","9.5","8.4","10.6","8.4 to 10.6","69,967","8,467","6,979","9,955","6,979 to 9,955","12.1","10.0","14.2","10.0 to 14.2","49,069","5,411","4,301","6,521","4,301 to 6,521","11.0","8.7","13.3","8.7 to 13.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$82,113","$78,006","$86,220","$78,006 to $86,220"
"2018","02","02050","Bethel Census Area (AK)","17,957","5,869","5,189","6,549","5,189 to 6,549","32.7","28.9","36.5","28.9 to 36.5","6,428","2,651","2,178","3,124","2,178 to 3,124","41.2","33.8","48.6","33.8 to 48.6","4,407","1,715","1,341","2,089","1,341 to 2,089","38.9","30.4","47.4","30.4 to 47.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,304","$40,044","$48,564","$40,044 to $48,564"
"2018","02","02060","Bristol Bay Borough (AK)","859","96","72","120","72 to 120","11.2","8.4","14.0","8.4 to 14.0","164","25","17","33","17 to 33","15.2","10.5","19.9","10.5 to 19.9","107","18","12","24","12 to 24","16.8","11.1","22.5","11.1 to 22.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$77,257","$68,810","$85,704","$68,810 to $85,704"
"2018","02","02068","Denali Borough (AK)","1,964","135","102","168","102 to 168","6.9","5.2","8.6","5.2 to 8.6","383","28","19","37","19 to 37","7.3","5.1","9.5","5.1 to 9.5","270","19","13","25","13 to 25","7.0","4.6","9.4","4.6 to 9.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$75,477","$67,257","$83,697","$67,257 to $83,697"
"2018","02","02070","Dillingham Census Area (AK)","4,962","1,091","875","1,307","875 to 1,307","22.0","17.7","26.3","17.7 to 26.3","1,548","489","364","614","364 to 614","31.6","23.5","39.7","23.5 to 39.7","1,050","316","218","414","218 to 414","30.1","20.8","39.4","20.8 to 39.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$54,524","$49,216","$59,832","$49,216 to $59,832"
"2018","02","02090","Fairbanks North Star Borough (AK)","94,394","8,104","6,512","9,696","6,512 to 9,696","8.6","6.9","10.3","6.9 to 10.3","23,375","2,205","1,613","2,797","1,613 to 2,797","9.4","6.9","11.9","6.9 to 11.9","15,908","1,361","921","1,801","921 to 1,801","8.6","5.8","11.4","5.8 to 11.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$74,268","$69,294","$79,242","$69,294 to $79,242"
"2018","02","02100","Haines Borough (AK)","2,472","259","195","323","195 to 323","10.5","7.9","13.1","7.9 to 13.1","422","69","48","90","48 to 90","16.4","11.5","21.3","11.5 to 21.3","331","47","31","63","31 to 63","14.2","9.3","19.1","9.3 to 19.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$58,943","$52,432","$65,454","$52,432 to $65,454"
"2018","02","02105","Hoonah-Angoon Census Area (AK)","2,149","370","281","459","281 to 459","17.2","13.0","21.4","13.0 to 21.4","395","109","75","143","75 to 143","27.6","19.1","36.1","19.1 to 36.1","293","76","49","103","49 to 103","25.9","16.8","35.0","16.8 to 35.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,188","$46,343","$56,033","$46,343 to $56,033"
"2018","02","02110","Juneau Borough (AK)","31,302","2,299","1,774","2,824","1,774 to 2,824","7.3","5.6","9.0","5.6 to 9.0","6,705","573","403","743","403 to 743","8.5","6.0","11.0","6.0 to 11.0","4,848","359","238","480","238 to 480","7.4","4.9","9.9","4.9 to 9.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$79,173","$73,325","$85,021","$73,325 to $85,021"
"2018","02","02122","Kenai Peninsula Borough (AK)","57,247","7,103","6,050","8,156","6,050 to 8,156","12.4","10.6","14.2","10.6 to 14.2","13,024","1,890","1,416","2,364","1,416 to 2,364","14.5","10.9","18.1","10.9 to 18.1","9,447","1,276","911","1,641","911 to 1,641","13.5","9.6","17.4","9.6 to 17.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$65,439","$62,030","$68,848","$62,030 to $68,848"
"2018","02","02130","Ketchikan Gateway Borough (AK)","13,707","1,244","963","1,525","963 to 1,525","9.1","7.1","11.1","7.1 to 11.1","3,011","375","265","485","265 to 485","12.5","8.8","16.2","8.8 to 16.2","2,178","240","157","323","157 to 323","11.0","7.2","14.8","7.2 to 14.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$68,309","$63,305","$73,313","$63,305 to $73,313"
"2018","02","02150","Kodiak Island Borough (AK)","13,122","1,073","851","1,295","851 to 1,295","8.2","6.5","9.9","6.5 to 9.9","3,330","331","238","424","238 to 424","9.9","7.1","12.7","7.1 to 12.7","2,297","202","132","272","132 to 272","8.8","5.7","11.9","5.7 to 11.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$74,109","$66,543","$81,675","$66,543 to $81,675"
"2018","02","02158","Kusilvak Census Area (AK)","8,279","2,905","2,444","3,366","2,444 to 3,366","35.1","29.5","40.7","29.5 to 40.7","3,372","1,600","1,236","1,964","1,236 to 1,964","47.4","36.6","58.2","36.6 to 58.2","2,289","1,033","746","1,320","746 to 1,320","45.1","32.5","57.7","32.5 to 57.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$32,728","$30,532","$34,924","$30,532 to $34,924"
"2018","02","02164","Lake and Peninsula Borough (AK)","1,581","288","218","358","218 to 358","18.2","13.8","22.6","13.8 to 22.6","447","106","76","136","76 to 136","23.7","17.0","30.4","17.0 to 30.4","286","72","49","95","49 to 95","25.2","17.1","33.3","17.1 to 33.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$49,403","$44,030","$54,776","$44,030 to $54,776"
"2018","02","02170","Matanuska-Susitna Borough (AK)","105,528","10,937","9,389","12,485","9,389 to 12,485","10.4","8.9","11.9","8.9 to 11.9","28,283","3,348","2,584","4,112","2,584 to 4,112","11.8","9.1","14.5","9.1 to 14.5","20,626","2,142","1,571","2,713","1,571 to 2,713","10.4","7.6","13.2","7.6 to 13.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$74,649","$69,719","$79,579","$69,719 to $79,579"
"2018","02","02180","Nome Census Area (AK)","9,838","2,168","1,803","2,533","1,803 to 2,533","22.0","18.3","25.7","18.3 to 25.7","3,415","920","680","1,160","680 to 1,160","26.9","19.9","33.9","19.9 to 33.9","2,413","617","437","797","437 to 797","25.6","18.1","33.1","18.1 to 33.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$55,318","$50,553","$60,083","$50,553 to $60,083"
"2018","02","02185","North Slope Borough (AK)","9,814","1,094","811","1,377","811 to 1,377","11.1","8.2","14.0","8.2 to 14.0","2,579","393","279","507","279 to 507","15.2","10.8","19.6","10.8 to 19.6","1,793","260","180","340","180 to 340","14.5","10.0","19.0","10.0 to 19.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$89,276","$82,607","$95,945","$82,607 to $95,945"
"2018","02","02188","Northwest Arctic Borough (AK)","7,600","1,604","1,230","1,978","1,230 to 1,978","21.1","16.2","26.0","16.2 to 26.0","2,677","742","520","964","520 to 964","27.7","19.4","36.0","19.4 to 36.0","1,904","481","316","646","316 to 646","25.3","16.6","34.0","16.6 to 34.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$59,337","$54,104","$64,570","$54,104 to $64,570"
"2018","02","02195","Petersburg Borough (AK)","3,212","232","174","290","174 to 290","7.2","5.4","9.0","5.4 to 9.0","662","63","44","82","44 to 82","9.5","6.6","12.4","6.6 to 12.4","471","42","28","56","28 to 56","8.9","5.9","11.9","5.9 to 11.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$66,075","$59,419","$72,731","$59,419 to $72,731"
"2018","02","02198","Prince of Wales-Hyder Census Area (AK)","6,402","1,057","836","1,278","836 to 1,278","16.5","13.1","19.9","13.1 to 19.9","1,450","340","252","428","252 to 428","23.4","17.3","29.5","17.3 to 29.5","1,054","223","158","288","158 to 288","21.2","15.0","27.4","15.0 to 27.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$49,356","$44,503","$54,209","$44,503 to $54,209"
"2018","02","02220","Sitka Borough (AK)","8,512","656","494","818","494 to 818","7.7","5.8","9.6","5.8 to 9.6","1,814","159","110","208","110 to 208","8.8","6.1","11.5","6.1 to 11.5","1,361","99","65","133","65 to 133","7.3","4.8","9.8","4.8 to 9.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$71,825","$66,985","$76,665","$66,985 to $76,665"
"2018","02","02230","Skagway Municipality (AK)","1,146","49","37","61","37 to 61","4.3","3.3","5.3","3.3 to 5.3","180","16","11","21","11 to 21","8.9","6.2","11.6","6.2 to 11.6","120","11","7","15","7 to 15","9.2","6.0","12.4","6.0 to 12.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$74,635","$68,393","$80,877","$68,393 to $80,877"
"2018","02","02240","Southeast Fairbanks Census Area (AK)","6,863","918","713","1,123","713 to 1,123","13.4","10.4","16.4","10.4 to 16.4","1,733","306","217","395","217 to 395","17.7","12.6","22.8","12.6 to 22.8","1,226","211","143","279","143 to 279","17.2","11.6","22.8","11.6 to 22.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$63,527","$56,945","$70,109","$56,945 to $70,109"
"2018","02","02261","Valdez-Cordova Census Area (AK)","9,078","880","670","1,090","670 to 1,090","9.7","7.4","12.0","7.4 to 12.0","2,114","256","182","330","182 to 330","12.1","8.6","15.6","8.6 to 15.6","1,495","175","118","232","118 to 232","11.7","7.9","15.5","7.9 to 15.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$68,528","$61,226","$75,830","$61,226 to $75,830"
"2018","02","02275","Wrangell City and Borough (AK)","2,481","287","215","359","215 to 359","11.6","8.7","14.5","8.7 to 14.5","495","79","55","103","55 to 103","16.0","11.2","20.8","11.2 to 20.8","375","51","34","68","34 to 68","13.6","9.0","18.2","9.0 to 18.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$57,832","$51,419","$64,245","$51,419 to $64,245"
"2018","02","02282","Yakutat Borough (AK)","604","79","60","98","60 to 98","13.1","9.9","16.3","9.9 to 16.3","111","17","12","22","12 to 22","15.3","10.5","20.1","10.5 to 20.1","77","12","8","16","8 to 16","15.6","10.2","21.0","10.2 to 21.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$59,523","$53,230","$65,816","$53,230 to $65,816"
"2018","02","02290","Yukon-Koyukuk Census Area (AK)","5,304","1,259","1,033","1,485","1,033 to 1,485","23.7","19.4","28.0","19.4 to 28.0","1,438","452","332","572","332 to 572","31.4","23.0","39.8","23.0 to 39.8","1,064","300","209","391","209 to 391","28.2","19.6","36.8","19.6 to 36.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$38,912","$34,878","$42,946","$34,878 to $42,946"
"2018","04","04000","Arizona","7,013,461","990,291","970,614","1,009,968","970,614 to 1,009,968","14.1","13.8","14.4","13.8 to 14.4","1,615,594","328,780","317,583","339,977","317,583 to 339,977","20.4","19.7","21.1","19.7 to 21.1","1,183,287","227,586","217,990","237,182","217,990 to 237,182","19.2","18.4","20.0","18.4 to 20.0","425,659","95,415","89,693","101,137","89,693 to 101,137","22.4","21.1","23.7","21.1 to 23.7","$59,079","$58,366","$59,792","$58,366 to $59,792"
"2018","04","04001","Apache County (AZ)","70,936","26,435","24,497","28,373","24,497 to 28,373","37.3","34.6","40.0","34.6 to 40.0","19,310","9,129","8,210","10,048","8,210 to 10,048","47.3","42.5","52.1","42.5 to 52.1","14,537","6,495","5,777","7,213","5,777 to 7,213","44.7","39.8","49.6","39.8 to 49.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$33,652","$30,480","$36,824","$30,480 to $36,824"
"2018","04","04003","Cochise County (AZ)","120,972","18,273","14,986","21,560","14,986 to 21,560","15.1","12.4","17.8","12.4 to 17.8","26,887","6,129","4,567","7,691","4,567 to 7,691","22.8","17.0","28.6","17.0 to 28.6","19,476","4,527","3,261","5,793","3,261 to 5,793","23.2","16.7","29.7","16.7 to 29.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$49,164","$46,171","$52,157","$46,171 to $52,157"
"2018","04","04005","Coconino County (AZ)","131,444","20,964","18,175","23,753","18,175 to 23,753","15.9","13.8","18.0","13.8 to 18.0","29,077","5,037","3,834","6,240","3,834 to 6,240","17.3","13.2","21.4","13.2 to 21.4","21,203","3,743","2,796","4,690","2,796 to 4,690","17.7","13.2","22.2","13.2 to 22.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$60,187","$57,153","$63,221","$57,153 to $63,221"
"2018","04","04007","Gila County (AZ)","52,933","10,804","9,102","12,506","9,102 to 12,506","20.4","17.2","23.6","17.2 to 23.6","10,576","3,558","2,918","4,198","2,918 to 4,198","33.6","27.5","39.7","27.5 to 39.7","7,549","2,483","1,975","2,991","1,975 to 2,991","32.9","26.2","39.6","26.2 to 39.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,585","$39,568","$47,602","$39,568 to $47,602"
"2018","04","04009","Graham County (AZ)","35,254","7,118","5,618","8,618","5,618 to 8,618","20.2","15.9","24.5","15.9 to 24.5","10,106","2,463","1,897","3,029","1,897 to 3,029","24.4","18.8","30.0","18.8 to 30.0","7,395","1,715","1,277","2,153","1,277 to 2,153","23.2","17.3","29.1","17.3 to 29.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,157","$46,241","$54,073","$46,241 to $54,073"
"2018","04","04011","Greenlee County (AZ)","9,388","985","774","1,196","774 to 1,196","10.5","8.3","12.7","8.3 to 12.7","2,526","296","218","374","218 to 374","11.7","8.6","14.8","8.6 to 14.8","1,775","203","145","261","145 to 261","11.4","8.2","14.6","8.2 to 14.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$65,818","$61,309","$70,327","$61,309 to $70,327"
"2018","04","04012","La Paz County (AZ)","20,796","4,921","3,967","5,875","3,967 to 5,875","23.7","19.1","28.3","19.1 to 28.3","3,467","1,104","811","1,397","811 to 1,397","31.8","23.3","40.3","23.3 to 40.3","2,457","792","569","1,015","569 to 1,015","32.2","23.1","41.3","23.1 to 41.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$37,350","$33,870","$40,830","$33,870 to $40,830"
"2018","04","04013","Maricopa County (AZ)","4,344,976","535,183","516,969","553,397","516,969 to 553,397","12.3","11.9","12.7","11.9 to 12.7","1,035,919","188,910","179,576","198,244","179,576 to 198,244","18.2","17.3","19.1","17.3 to 19.1","758,825","128,666","121,546","135,786","121,546 to 135,786","17.0","16.1","17.9","16.1 to 17.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$65,234","$64,449","$66,019","$64,449 to $66,019"
"2018","04","04015","Mohave County (AZ)","204,347","34,411","29,470","39,352","29,470 to 39,352","16.8","14.4","19.2","14.4 to 19.2","34,833","9,385","7,321","11,449","7,321 to 11,449","26.9","21.0","32.8","21.0 to 32.8","25,718","6,604","5,025","8,183","5,025 to 8,183","25.7","19.6","31.8","19.6 to 31.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$45,129","$42,534","$47,724","$42,534 to $47,724"
"2018","04","04017","Navajo County (AZ)","108,413","30,876","27,949","33,803","27,949 to 33,803","28.5","25.8","31.2","25.8 to 31.2","29,079","11,680","10,229","13,131","10,229 to 13,131","40.2","35.2","45.2","35.2 to 45.2","21,438","8,735","7,693","9,777","7,693 to 9,777","40.7","35.8","45.6","35.8 to 45.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,650","$37,395","$43,905","$37,395 to $43,905"
"2018","04","04019","Pima County (AZ)","1,015,174","164,927","155,454","174,400","155,454 to 174,400","16.2","15.3","17.1","15.3 to 17.1","212,638","47,203","42,176","52,230","42,176 to 52,230","22.2","19.8","24.6","19.8 to 24.6","154,758","33,173","29,260","37,086","29,260 to 37,086","21.4","18.9","23.9","18.9 to 23.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$53,395","$51,984","$54,806","$51,984 to $54,806"
